content
buruk respon kurang sistem nya masih salah guna misal pesan gocar titik jemput ke lokasi driver samatapi hystori riwayat pesan order batal driver berbedaitu alam
dear gojekmengapa baru aplikasi posisi driver terlalu jauh titik jemput notabene nya tinggal ibukota penuh lalu lintas padatmohon baik jarak driver titik jemput maksima kmkami ssbagai langgan butuh waktu jalan tempat tujuandriver posisi kamu apa tidak terlalu jauh makan waktu penjemputantolong diperbaikiterima kasih atas perhati nya
always kasih driver jauh maps tidak sesuai rumah padahal jalan raya lebih dekat driver arah rel kereta ada portal driveenya jadi muter apa ganti aplikasi iya
kecewa sudah bayar tagih gopaylater guna virtual account bca ada bukti sudah hasil bayar apk gojek nya ada tagih sudah lapor cs nya sudah lampir semua bukti screenshot bayar mutasi rekening tapi bilang nya laku proses bayar padahal saldo sudah potong di rekening kecewa ini uang jumlah lumayan banyak di tindak lanjut
kecewa layan gocar map aplikasi selalu arah rute terdekatbukan rute tercepatalhasil driver minta rubah rute jadi lonjak harga hampir lipat lebih baik awal aplikasi pakai rute tercepatjadi tarif tidak bengkak ubah rutesaya tidak berat tarif asal rute nya sesuai tercepatsaya cek aplikasi ijo belah map sesuai cepat tarif mahal gojeksaat rubah rute bahkan lebih aplikasi belah jauh map sesuai
sangat sayang bayar qris toko belum guna kartu kredit kartu kredit bayar goridegocar gofood doang kalau sudah bisa bayar qris toko pakai kartu kredit timbang bintang ini kasih bintang dulu
barang bawa driver gosend padahal barang dagang makan ringan kering sudah menit bawa pesan batal bagaimana daya hubung cs lewat aplikasi bahkan bot tidak track trx batal bagaimana barang dagang
lama tidak andal lagi butuh cepat gara topup saldo masuk nunggu hari sering banget kendala ini iya sistem lama tangan sering topup saldo ubah
daftar go pay later bahkan jarang promo denda lambat mahal banget tidak cuma guna di sulit driver banyak sambat saya tinggi biaya admin order sepi terus terus buka daftar mitra dasar kapitalis
aplikasi gajelas nya apk sudah level saldo tidak masuk bukan masalah nominal nyaman user tidak habis pikir bisa bisa nya saldo tidak kirim padahal kirim ada dekat sayagajelas
akun tidak login reset hp waktu login susah sinyal waktu mau pergi rumahsakit sekarang tidak login sama sekali padahal sinyal oke selalu muncul akun keluar gimna solusi padahal saya pakai aplikasi dari dulu
ada insiden tidak sengaja klik pesan langsung cancel tidak konfirmasi resto driver responnya tidak bagus saya call center jawab sama biar tidak ulang saya unsinstal aplikasi harus lihat guna baru tahun riwayat guna apa suka cancel order tidak gojek sudah bertahuntahun perihal kaya gin masih becus
maaf bnget turunin bintang beneran deh yaaa waktu mesen gojek waktu lihat posisi driver tidak jalan melulu kalau sen gofood posisi driver tiba tiba sampai padahal mapsnya tidak jalan banget baik yaa terima kasih
menu cancel terlalu mudah buat langgan mudah sekali mengancel driver banyak tingkat batal pihak cuma fitur cancel terlalu gampang di baik
beri upgrade aplikasi driver sangat rugi customer dan goride driver main cancle suka hati bukan satu driver bisa lebih driver satu waktu hingga akibat lambat lebih menit dapat driver
makin kesini harga makin mahal rutinitas tiap hari naik goride harga tiba jadi naik ke padahal jam berangkat sama tidak macet selain kalau tiap order selalu driver posisi jauh kamu titik jemput
maaf hanya kasih bintang karena lama guna aplikasi gojek dibalikpapan sering driver jauh padahal map lokasi saja driver dekat bahkan kasih driver jauh tidak cocok lagi urgent lah padahal tiap jalan driver gojek sering ikan tips luar aplikasi tidak sedikit layan baik terima kasih
kecewa sama gopaylater nya bayar cuma lambat hari langsung nonaktif kan saldo paylater nya bulan ikut nya bulan jatuh tempo tetap aktif kan paylater nya apa lanjut bayar cicil nya tidak perlu di bayar ini sudah sangat kecewa bahkan sangat buruk apk isis
layan gofood nya mohon baik utama maps buat meriksa driver sblh mana drivernya tidak gerak maps pdhl jalan bahkan sampai titik antar posisi drivernya di titik awal tidak jelas
aplikasi sangat baik saya kecewa harus pihak gojek punya data riwayat transaksi lihat guna indikasi sengaja tidak bayar tagih hanya lupa kenapa wa tagih tidak nomor guna tetapi bahkan orang dekat dengan guna bahasa kurang enak tidah latih untuk tim tugas tagih lama tinjau nilai tidak ganti
kecewa tadi harga rb diskon rbpas cek menu menu lainlalu akhir beli rb tdimalah harga rb sdh diskon rb bagaimana apk nyaawalnya tidak langsung coba cek menu lalu masuk jadi keluar masuk sampai rbkalau masuk itu mau beli awal tadi jadi rbhedehhh padahal cuma mau pilih menu lain sebentar waktu masuk pencet diskon harga nya beda terus
kalau pilih hemat buat bawah kadang asal pencet tidak lihat dulu waktu baru sadar lama nunggu nyata pilih hemat driver nya tidak mau ambil hemat betul juga tidak mau pakai hemat kasi drivernya ongkos terlalu murah juga kan cari nafkah buat keluarga tidak tega sengsara sama manusia kalau tidak perlu kasta kasta an layan buat dulu gocar identik nyaman aman bukan murah kalau mau murah kan aplikasi lai
selaku guna gofood cukup rasa kecewa lihat sikap tindak pt goto minim respon keluh driver dr aplikasi gopartner aplikasi customer gojek cepat sekali kalian merespon jaga nama baik pt goto driver selaku mitra kalian bahkan tidak gubris baik akhlak bug ada aplikasi terima kasih
memasankan gocar sodara dari kampung tidak erti jalan kesasar coba hubung driver hanya nomer telpon nya tidak lingkapkok driver tidak nomer telepon nya saya rasa tidak amandan bohong mohon ketat atur buat akun nyaman guna
jangan tipu harga murah trik marketing kotor gojek tentu sistem jaman dulu tidak sesuai regulasi lindung konsumen indonesia kali order taksi bandara driver minta rubah tuju tuju sama bandara rute beda harga naik rb lebih mahal rb tarif grab alas driver sistem gojek kasih rute lama drive harga resto beda jauh asli beda ribu jadi malam pusat bantu tidak interaktif grab
pesan makan mode hemat detik akhir kurang menit tulis lambat tunggu sampaiiii menit lebih tidak brubah dn dapat driver pdahal makan selesai siap pihak resto hingga pihak resto cht pribadi dan pun mau batalin mau ambil ssendiri restoran aplikasi gojek tidak dibatalin sangattttt kecewaaaa gojek sekarang tulis mode hemat menit nyata hampir jam makan tidak kunjung dtgkecewa
saran untuk aktif batal mesan gofood mana sesuai alam hari keponakan tidak sengaja buat pesan gofood tidak ingin akun ingn mlakukan batal tombol tidak mencob pusat bantu tidak solusi akhir chat driver hasil laku batal kata nyata bahkan ganti driver tahu hingga paksa akhir saya ganti rugi tidak dapat apa
kecewa bgtbaru kali belanja pke gomart tidak sesuai barang kata kosong akhir tidak pakai gratis ongkos kirim rugi banget belanja dgomartmending langsung belanja toko drpd lewat aplikasisaya customer rasa tipu
fitur driver pick up beberapa makan tuju arah worst decision pernah buat gojek makan harus sampai langgan menit jadi jam driver ngedrop makan pertama mana gatau langgan pertama cepat nerima bahkan lama nerima pesan nya ini imbas langgan lanjut makan nya jadi dingin tidak panas kurang cita rasa makan enak sudah buat resto
sangat kecewa sekali guna lama aplikasi inipas sya pakai go plus bahkan semua promo tidak dan bahkan aplikasi tmn sya tidak pakai go plus lebih hematpercuma sya pakai go plus perbayarsya sangat kecewaisi lapor aplikasi tidak tanggap
banyak cerita keluh driver terkadang jarak jauh tarif minim pesan terkadang cancelmohon bijak ptgojek indonesia saya costomer harga para driver tingkat kualitas layan tunggu pesan gofood terlalu lama tidak driver
pakai aplikasi go pinjambaru jatuh masa tenggang wa tidak sopan gaka da kata selamat siangsalamlangsung bilang jam gin masuk setoranaplikasi tidak yang itunajis bangetudah bayar sore wa dan telpin lagitanpa di cek dulu apakahbsudah bayar apa
diamplikasi tidak sedia nomor adu langgan order selesai tidak lihat nomor driver tipu driver gofoodorderan selesai makan tidak antar cek warung tidak pesan uang potong gopay cari nomor adu buka google sekarang tidak pernah promo potong
layan kurang titik jemput tumpang posisi driver jauh sekali kalau jam ramai harga naik kalau sen gocar pergi harga standar kalau sen gocar pulang harga naik tinggi banget harga pergi padahal tuju pulang pergi sama driver sedia helm tidak kaca
makin kesini aplikasi gojek kecewa go food nya sekarang nunggu makan jam tengah kecewa bukan makin bagus makin jeleeekkkkk maaf bintang karena bikin qta kalau sen gofood nunggu sampai tidur hilang lapar jam tengah astagfirullah terlalu
masalah tidak lihat cari tahu profil driver belum ada yang tinggal mohon fiturnya tingkat cari tahu profil driver transaksi sudah rating masalah bisa atas terima kasih
sen gofood batal nunggu lama sistem pemberitahuan kendala temu driver nunggu stengah jam akhirny batal coba sen nyata kendala hal sama nunggu stegah jam karena jengkel akhir batal tahu bbrp lama kemudian notif driver sdg antar pesan pdhal sdh lanjur sen makan luar sudah habis makananya akhir paksa bayar makan baru muncul notif kalau sistem error
driver gocar sekarang milih milih ambil order kan promo emg aplikasi ini lama banget buat terima order padahal mobil area sebut aplikasi buanyaaaak tidak yang nerima sekali terima tolak terus sama driver gocar kalau terima lama lamain alias tidak jalan jalan tuh mobil iya ditindaklanjuti beri briefing terimakasih
iya sen gojek comfort sering banget motor listrik kecil cancel bahkan yang kena marah driver gtu maps gojek suka eror pesan sesuai titik bahkan maps driver tidak sesuai
lupa pakai vocermasak ngk di batal kalau ngk minimal lngsung aktifin vocer di kasih lah dn tidk fitur batal lngsung chat restorestoran ngk di chat langsung
login selalu keluar sendiri anda pemberitahuan apa jujur aplikasi jadi ribet padahal ibu selalu order gojek kali saya rasa kesal muak call center tidak di hubung aneh jadi update plus
sangat kecewa gojek tidak daftar ulang nomer akun yang lama alas ketidaksesuaian transaksi kan galogis padahal angin panjang lebar soal apa transaksi pada bulan akhir sudah saya isi semua tetap gabisa emang tolol gojek
iya kalau misal nya pihak driver di cancel tidak cari gtu customer kaget tibatiba notif driver nya ada bikin ribut pihak driver customer nya
hai kak kecewa rasa tipu driver b toyota avanza awal pesan pakai aplikasi tarif ribu jatisampirna bekas ragunantetapi drivernya titik jemput minta tarif dalih macet lewat jalur alternatif padahal jelas lewat jalan tol tidak macet sama sekali saya suruh batalin di aplikasi nya bayar rb tidak sesuai tarif asli apktolong tindak
kalau tarif ongkos kirim gofood jarak kamu bawah diturunin lah kan tarif terima kurir turun ikan promo bayar cash jangan cuman gopay doang mitra bayar lain
pesan gofood admin tidak driver pesan tidak di batal tidak pernah pesan makan lama applikasi tolol
ini nyata tidak pinjam peser gopay pinjam padahal lunas tagih bulan depan tidak pernah lambat dana sedia kembalitdk dipakaiditarik tunggu bulan depan pun tentu iya jadi masih afa tagih alam sekarangbayar sesuai bulan jalan nya jangan giur pinjam lbh tinggi lunas lebih awal terimakasih pernah sama
maap yah gopaylater kurang nyaman system bayar akumulasi sering alas kece rutin tidak bebas ber transaksi
over all bagus cuma sangat sayang fiture gopaylater benar kasih limit ketika mau gunain gabisa lebih baik gausah beri limit kalau tidak pakai cukup kecewa mungkin sedikit masuk kalau memang benar kasih limit harus di guna kalau gabisa di guna lebih baik hapus sudah fitur gopaylater nya
pesan g sesuai kalau mang habis harus aplikasi aplikasi habis masih deh pes baru chat kasih spec g sesuai spec bayar harga sesuai habis makin lama gojek makin buruk layan seleksi kalau mau krjasama merchant jng asal pasu kecewa konsumen
guna gojek dulu kalau ada promo pakai promo ntah goride gocar driver selalu ngecancel alas murah bla bla bla iya saya selalu beri tip meski tidak banyak driver
sekarang kalau pesan makan ada kirim expres reguler apa kurang untung dapat kalau pesan food pakai kirim reguler drivernya lama banget padahal driver jalan banyak tidak punya kerja makin berat customer
aplikasi error pesan gofood berapa jam tidak driver dapat maksud bagaimana aplikasi makin tidak jelas baik depan
keri langgan plus tetap tidak diskon daftar rekening tidak hapus mau tutup akun mesti ngabisin saldo mau tarik saldo mesti download apps ribet
saldo sering hilang topup tidak masuk hari transaksi cs tidak jawab robot tidak kunjung benah sistem nya makin lambat too much masalah
aplikasi mesan makan sekarang jelek sekali driver ambil notifikasi resto akan masak makan perhati respon driver ambil pesan buat lama sekali dr waktu order padahal order pakai express
driver gojek sekarang aneh aneh iya suka pilih pilih order nunggu lama tidak uang respon buat konfirmasi bahkan langsung cancel tiba tiba lebih baik pindah aplikasi ijo belah deh gamau di aplikasi mungkin konsumen kurang satu tidak pengaruh dapat kalian wahai aplikator dengan tindak layan buruk mitra driver konsumen yakin pelan pelan kurang terus konsumen
tidak opsi reset password sangat repot jikalau bagai customer lupa password tidak masuk kea akun tidak opsi reset password ada cuma fitur aman lapis tidak login perangkat baru ah tidak jelas banget deh
ada gojek giat lebih mudah baik minggu sptnya masalah aplikasi gojek sering pesan gofood kdg driver terus aplikasi muter cari driver sudah driver terus pernah pesan tiba hilang sendiri tolong baik kasi driver gojek nya terima kasih
tiap mau pesan gofood waktu sesi check out selalu loading iya lama padahal pakai wifi kuota kurang lebih mau tahun terus padahal sering beli makan pakai gofood walaupun tidak dapat voucher diskon
dua kali gopaylater tidak guna transaksi tokopedia bagaimana sistem gopaylater padahal tidak pernah lambat bayar percuma limit besar tidak guna paraaaah sistem gopay
aplikasi oke kalau order food metode kirim normal kok jadi antar iya kan bayar normal kasihan drivernya jadi ongkirnya sedikit masuk ke gojek jadi banyak iya menang banyaaakkk dooonggg
baharu map nya kadang masuk alamat lengkap bahkan tidak daftar jadi tolong lebih baik map nya selalu komplain sama driver mes gomart titik tidak sesuai kata padahal map gojek tidak tolong admin map gojek upgrade tolong biar pesan lalu aplikasi gojek lancae driver mudah antar
it gojek makin kesini makin masalah dehcoba evaluasidpt gopinjam limit smpe jt paylat blokir harus daftar ulang barusan buka tidak kena selalu mulai ulang aplikasi henti repeat aplikasi di hp tidak masalah di akses
mohon ui antar muka aplikasi buat lebih simple modern mudah paham guna baik kaula muda maupun generasi senior yang millennial seringkali bingung dg rumit antar muka aplikasi
makin kecil ongkirnya makin lama lamain
cacat mes mobil jam tidak aplikasi ampas
penguuna gojek sdh lbh thnsaya sangat kecewa order gofood biaya drever rb nyata di terima drever cuma terlalu sadis kalau saya potong nyasampe detik saya delete apk castemer sekarang grab lbh manusiawiby
tidak jaga privasi ada admin pinjol chat lalu gojek
aplikasi tidak jelas
cara tagih pay later barusan sangat tidak sopan kemarin meeting kerja pulang jam malam mau bayar pay later lewat alfamart bahkan bablas jalanin motor rumah ayah nelpon rumah anak kembar menang minta susu mbanking tidak guna tadi gaya bahasa tagih sangat sakit hati bilang kalau ibu hari tidak bayar mau alesan lupa iya bu astaghfirullah lagi pandemik gin saja goda
sering lag
kali pertama kali pakai fitur lapor cs main system bot dah tidak pesan makan lewat aplikator lagi belah csnya manusia
seringkali rute ambil tidak efisien berangkat sendiri tidak butuh tengah jam buat berangkat pakai kendara pribadi begitu naik gojek butuh waktu lebih tengah jam buat bukan lewat jalan besar justru masukmasuk gang kampung sendiri tidak tahu juga tidak login pakai nomor sudah daftar masuk pin gopay padahal tidak pernah pakai gopay buat pin paksa saya pakai nomor untuk daftar ulang
sangat kecewa
gopay later susah orang aplikasi gopay later sama kayak pinjol tolong ojk pantau
sen gocar pakai promopertama driver tbtb jarak dimaps jauhpadahal awal pantau jarak tidak jauh itutapi driver chat dicancel tidak apa jarak terlalu jauhwalopun heran oke kejelasanyang dua sen lagitapi waktu mau tiba belok arah berbedasaya kira cuma salah beloktetapi pantau memang nyata drivernya sengaja menjauhkalau memang rasa harga kurang worth it gamau terima orderansetidaknya ada kejelasandan tidak buang wktu
terkadang driver tidak hubung dekat bahkan dicancel driver sungguh aneh
